date,name
2000-04-23,Chol HaMoed Pesach
2000-04-24,Chol HaMoed Pesach
2000-04-25,Chol HaMoed Pesach
2000-04-26,Pesach VII
2000-04-27,Pesach VIII
2000-05-02,Yom HaShoah
2000-05-09,Yom HaZikaron
2000-05-10,Yom HaAtzmaut
2000-05-23,Lag B'Omer
2000-06-02,Yom Yerushalayim
2000-06-09,Shavuot I
2000-06-10,Shavuot II
2000-07-20,Fast of 17 Tammuz
2000-08-10,Tisha B'Av
2000-08-16,Tu B'Av
2000-09-30,Rosh Hashanah I
2000-10-01,Rosh Hashanah II
2000-10-02,Fast of Gedaliah
2000-10-09,Yom Kippur
2000-10-14,Sukkot I
2000-10-15,Sukkot II
2000-10-16,Chol HaMoed Sukkot
2000-10-17,Chol HaMoed Sukkot
2000-10-18,Chol HaMoed Sukkot
2000-10-19,Chol HaMoed Sukkot
2000-10-20,Hoshana Rabbah
2000-10-21,Shemini Atzeret
2000-10-22,Simchat Torah
2000-12-22,Chanukah Day 1
2000-12-23,Chanukah Day 2
2000-12-24,Chanukah Day 3
2000-12-25,Chanukah Day 4
2000-12-26,Chanukah Day 5
2000-12-27,Chanukah Day 6
2000-12-28,Chanukah Day 7
2000-12-29,Chanukah Day 8
2001-01-05,Fast of 10 Tevet
2001-02-08,Tu BiShvat
2001-03-08,Fast of Esther
2001-03-09,Purim
2001-03-10,Shushan Purim
2001-04-08,Pesach I
2001-04-09,Pesach II
2001-04-10,Chol HaMoed Pesach
2001-04-11,Chol HaMoed Pesach
2001-04-12,Chol HaMoed Pesach
2001-04-13,Chol HaMoed Pesach
2001-04-14,Pesach VII
2001-04-15,Pesach VIII
2001-04-19,Yom HaShoah
2001-04-25,Yom HaZikaron
2001-04-26,Yom HaAtzmaut
2001-05-11,Lag B'Omer
2001-05-21,Yom Yerushalayim
2001-05-28,Shavuot I
2001-05-29,Shavuot II
2001-07-08,Fast of 17 Tammuz
2001-07-29,Tisha B'Av
2001-08-04,Tu B'Av
2001-09-18,Rosh Hashanah I
2001-09-19,Rosh Hashanah II
2001-09-20,Fast of Gedaliah
2001-09-27,Yom Kippur
2001-10-02,Sukkot I
2001-10-03,Sukkot II
2001-10-04,Chol HaMoed Sukkot
2001-10-05,Chol HaMoed Sukkot
2001-10-06,Chol HaMoed Sukkot
2001-10-07,Chol HaMoed Sukkot
2001-10-08,Hoshana Rabbah
2001-10-09,Shemini Atzeret
2001-10-10,Simchat Torah
2001-12-10,Chanukah Day 1
2001-12-11,Chanukah Day 2
2001-12-12,Chanukah Day 3
2001-12-13,Chanukah Day 4
2001-12-14,Chanukah Day 5
2001-12-15,Chanukah Day 6
2001-12-16,Chanukah Day 7
2001-12-17,Chanukah Day 8
2001-12-25,Fast of 10 Tevet
2002-01-28,Tu BiShvat
2002-02-25,Fast of Esther
2002-02-26,Purim
2002-02-27,Shushan Purim
2002-03-28,Pesach I
2002-03-29,Pesach II
2002-03-30,Chol HaMoed Pesach
2002-03-31,Chol HaMoed Pesach
2002-04-01,Chol HaMoed Pesach
2002-04-02,Chol HaMoed Pesach
2002-04-03,Pesach VII
2002-04-04,Pesach VIII
2002-04-09,Yom HaShoah
2002-04-16,Yom HaZikaron
2002-04-17,Yom HaAtzmaut
2002-04-30,Lag B'Omer
2002-05-10,Yom Yerushalayim
2002-05-17,Shavuot I
2002-05-18,Shavuot II
2002-06-27,Fast of 17 Tammuz
2002-07-18,Tisha B'Av
2002-07-24,Tu B'Av
2002-09-07,Rosh Hashanah I
2002-09-08,Rosh Hashanah II
2002-09-09,Fast of Gedaliah
2002-09-16,Yom Kippur
2002-09-21,Sukkot I
2002-09-22,Sukkot II
2002-09-23,Chol HaMoed Sukkot
2002-09-24,Chol HaMoed Sukkot
2002-09-25,Chol HaMoed Sukkot
2002-09-26,Chol HaMoed Sukkot
2002-09-27,Hoshana Rabbah
2002-09-28,Shemini Atzeret
2002-09-29,Simchat Torah
2002-11-30,Chanukah Day 1
2002-12-01,Chanukah Day 2
2002-12-02,Chanukah Day 3
2002-12-03,Chanukah Day 4
2002-12-04,Chanukah Day 5
2002-12-05,Chanukah Day 6
2002-12-06,Chanukah Day 7
2002-12-07,Chanukah Day 8
2002-12-15,Fast of 10 Tevet
2003-01-18,Tu BiShvat
2003-02-16,Purim Katan
2003-02-17,Shushan Purim Katan
2003-03-17,Fast of Esther
2003-03-18,Purim
2003-03-19,Shushan Purim
2003-04-17,Pesach I
2003-04-18,Pesach II
2003-04-19,Chol HaMoed Pesach
2003-04-20,Chol HaMoed Pesach
2003-04-21,Chol HaMoed Pesach
2003-04-22,Chol HaMoed Pesach
2003-04-23,Pesach VII
2003-04-24,Pesach VIII
2003-04-29,Yom HaShoah
2003-05-06,Yom HaZikaron
2003-05-07,Yom HaAtzmaut
2003-05-20,Lag B'Omer
2003-05-30,Yom Yerushalayim
2003-06-06,Shavuot I
2003-06-07,Shavuot II
2003-07-17,Fast of 17 Tammuz
2003-08-07,Tisha B'Av
2003-08-13,Tu B'Av
2003-09-27,Rosh Hashanah I
2003-09-28,Rosh Hashanah II
2003-09-29,Fast of Gedaliah
2003-10-06,Yom Kippur
2003-10-11,Sukkot I
2003-10-12,Sukkot II
2003-10-13,Chol HaMoed Sukkot
2003-10-14,Chol HaMoed Sukkot
2003-10-15,Chol HaMoed Sukkot
2003-10-16,Chol HaMoed Sukkot
2003-10-17,Hoshana Rabbah
2003-10-18,Shemini Atzeret
2003-10-19,Simchat Torah
2003-12-20,Chanukah Day 1
2003-12-21,Chanukah Day 2
2003-12-22,Chanukah Day 3
2003-12-23,Chanukah Day 4
2003-12-24,Chanukah Day 5
2003-12-25,Chanukah Day 6
2003-12-26,Chanukah Day 7
2003-12-27,Chanukah Day 8
2004-01-04,Fast of 10 Tevet
2004-02-07,Tu BiShvat
2004-03-04,Fast of Esther
2004-03-07,Purim
2004-03-08,Shushan Purim
2004-04-06,Pesach I
2004-04-07,Pesach II
2004-04-08,Chol HaMoed Pesach
2004-04-09,Chol HaMoed Pesach
2004-04-10,Chol HaMoed Pesach
2004-04-11,Chol HaMoed Pesach
2004-04-12,Pesach VII
2004-04-13,Pesach VIII
2004-04-19,Yom HaShoah
2004-04-26,Yom HaZikaron
2004-04-27,Yom HaAtzmaut
2004-05-09,Lag B'Omer
2004-05-19,Yom Yerushalayim
2004-05-26,Shavuot I
2004-05-27,Shavuot II
2004-07-06,Fast of 17 Tammuz
2004-07-27,Tisha B'Av
2004-08-02,Tu B'Av
2004-09-16,Rosh Hashanah I
2004-09-17,Rosh Hashanah II
2004-09-19,Fast of Gedaliah
2004-09-25,Yom Kippur
2004-09-30,Sukkot I
2004-10-01,Sukkot II
2004-10-02,Chol HaMoed Sukkot
2004-10-03,Chol HaMoed Sukkot
2004-10-04,Chol HaMoed Sukkot
2004-10-05,Chol HaMoed Sukkot
2004-10-06,Hoshana Rabbah
2004-10-07,Shemini Atzeret
2004-10-08,Simchat Torah
2004-12-08,Chanukah Day 1
2004-12-09,Chanukah Day 2
2004-12-10,Chanukah Day 3
2004-12-11,Chanukah Day 4
2004-12-12,Chanukah Day 5
2004-12-13,Chanukah Day 6
2004-12-14,Chanukah Day 7
2004-12-15,Chanukah Day 8
2004-12-22,Fast of 10 Tevet
2005-01-25,Tu BiShvat
2005-02-23,Purim Katan
2005-02-24,Shushan Purim Katan
2005-03-24,Fast of Esther
2005-03-25,Purim
2005-03-26,Shushan Purim
2005-04-24,Pesach I
2005-04-25,Pesach II
2005-04-26,Chol HaMoed Pesach
2005-04-27,Chol HaMoed Pesach
2005-04-28,Chol HaMoed Pesach
2005-04-29,Chol HaMoed Pesach
2005-04-30,Pesach VII
2005-05-01,Pesach VIII
2005-05-05,Yom HaShoah
2005-05-11,Yom HaZikaron
2005-05-12,Yom HaAtzmaut
2005-05-27,Lag B'Omer
2005-06-06,Yom Yerushalayim
2005-06-13,Shavuot I
2005-06-14,Shavuot II
2005-07-24,Fast of 17 Tammuz
2005-08-14,Tisha B'Av
2005-08-20,Tu B'Av
2005-10-04,Rosh Hashanah I
2005-10-05,Rosh Hashanah II
2005-10-06,Fast of Gedaliah
2005-10-13,Yom Kippur
2005-10-18,Sukkot I
2005-10-19,Sukkot II
2005-10-20,Chol HaMoed Sukkot
2005-10-21,Chol HaMoed Sukkot
2005-10-22,Chol HaMoed Sukkot
2005-10-23,Chol HaMoed Sukkot
2005-10-24,Hoshana Rabbah
2005-10-25,Shemini Atzeret
2005-10-26,Simchat Torah
2005-12-26,Chanukah Day 1
2005-12-27,Chanukah Day 2
2005-12-28,Chanukah Day 3
2005-12-29,Chanukah Day 4
2005-12-30,Chanukah Day 5
2005-12-31,Chanukah Day 6
2006-01-01,Chanukah Day 7
2006-01-02,Chanukah Day 8
2006-01-10,Fast of 10 Tevet
2006-02-13,Tu BiShvat
2006-03-13,Fast of Esther
2006-03-14,Purim
2006-03-15,Shushan Purim
2006-04-13,Pesach I
2006-04-14,Pesach II
2006-04-15,Chol HaMoed Pesach
2006-04-16,Chol HaMoed Pesach
2006-04-17,Chol HaMoed Pesach
2006-04-18,Chol HaMoed Pesach
2006-04-19,Pesach VII
2006-04-20,Pesach VIII
2006-04-25,Yom HaShoah
2006-05-02,Yom HaZikaron
2006-05-03,Yom HaAtzmaut
2006-05-16,Lag B'Omer
2006-05-26,Yom Yerushalayim
2006-06-02,Shavuot I
2006-06-03,Shavuot II
2006-07-13,Fast of 17 Tammuz
2006-08-03,Tisha B'Av
2006-08-09,Tu B'Av
2006-09-23,Rosh Hashanah I
2006-09-24,Rosh Hashanah II
2006-09-25,Fast of Gedaliah
2006-10-02,Yom Kippur
2006-10-07,Sukkot I
2006-10-08,Sukkot II
2006-10-09,Chol HaMoed Sukkot
2006-10-10,Chol HaMoed Sukkot
2006-10-11,Chol HaMoed Sukkot
2006-10-12,Chol HaMoed Sukkot
2006-10-13,Hoshana Rabbah
2006-10-14,Shemini Atzeret
2006-10-15,Simchat Torah
2006-12-16,Chanukah Day 1
2006-12-17,Chanukah Day 2
2006-12-18,Chanukah Day 3
2006-12-19,Chanukah Day 4
2006-12-20,Chanukah Day 5
2006-12-21,Chanukah Day 6
2006-12-22,Chanukah Day 7
2006-12-23,Chanukah Day 8
2006-12-31,Fast of 10 Tevet
2007-02-03,Tu BiShvat
2007-03-01,Fast of Esther
2007-03-04,Purim
2007-03-05,Shushan Purim
2007-04-03,Pesach I
2007-04-04,Pesach II
2007-04-05,Chol HaMoed Pesach
2007-04-06,Chol HaMoed Pesach
2007-04-07,Chol HaMoed Pesach
2007-04-08,Chol HaMoed Pesach
2007-04-09,Pesach VII
2007-04-10,Pesach VIII
2007-04-16,Yom HaShoah
2007-04-23,Yom HaZikaron
2007-04-24,Yom HaAtzmaut
2007-05-06,Lag B'Omer
2007-05-16,Yom Yerushalayim
2007-05-23,Shavuot I
2007-05-24,Shavuot II
2007-07-03,Fast of 17 Tammuz
2007-07-24,Tisha B'Av
2007-07-30,Tu B'Av
2007-09-13,Rosh Hashanah I
2007-09-14,Rosh Hashanah II
2007-09-16,Fast of Gedaliah
2007-09-22,Yom Kippur
2007-09-27,Sukkot I
2007-09-28,Sukkot II
2007-09-29,Chol HaMoed Sukkot
2007-09-30,Chol HaMoed Sukkot
2007-10-01,Chol HaMoed Sukkot
2007-10-02,Chol HaMoed Sukkot
2007-10-03,Hoshana Rabbah
2007-10-04,Shemini Atzeret
2007-10-05,Simchat Torah
2007-12-05,Chanukah Day 1
2007-12-06,Chanukah Day 2
2007-12-07,Chanukah Day 3
2007-12-08,Chanukah Day 4
2007-12-09,Chanukah Day 5
2007-12-10,Chanukah Day 6
2007-12-11,Chanukah Day 7
2007-12-12,Chanukah Day 8
2007-12-19,Fast of 10 Tevet
2008-01-22,Tu BiShvat
2008-02-20,Purim Katan
2008-02-21,Shushan Purim Katan
2008-03-20,Fast of Esther
2008-03-21,Purim
2008-03-22,Shushan Purim
2008-04-20,Pesach I
2008-04-21,Pesach II
2008-04-22,Chol HaMoed Pesach
2008-04-23,Chol HaMoed Pesach
2008-04-24,Chol HaMoed Pesach
2008-04-25,Chol HaMoed Pesach
2008-04-26,Pesach VII
2008-04-27,Pesach VIII
2008-05-01,Yom HaShoah
2008-05-07,Yom HaZikaron
2008-05-08,Yom HaAtzmaut
2008-05-23,Lag B'Omer
2008-06-02,Yom Yerushalayim
2008-06-09,Shavuot I
2008-06-10,Shavuot II
2008-07-20,Fast of 17 Tammuz
2008-08-10,Tisha B'Av
2008-08-16,Tu B'Av
2008-09-30,Rosh Hashanah I
2008-10-01,Rosh Hashanah II
2008-10-02,Fast of Gedaliah
2008-10-09,Yom Kippur
2008-10-14,Sukkot I
2008-10-15,Sukkot II
2008-10-16,Chol HaMoed Sukkot
2008-10-17,Chol HaMoed Sukkot
2008-10-18,Chol HaMoed Sukkot
2008-10-19,Chol HaMoed Sukkot
2008-10-20,Hoshana Rabbah
2008-10-21,Shemini Atzeret
2008-10-22,Simchat Torah
2008-12-22,Chanukah Day 1
2008-12-23,Chanukah Day 2
2008-12-24,Chanukah Day 3
2008-12-25,Chanukah Day 4
2008-12-26,Chanukah Day 5
2008-12-27,Chanukah Day 6
2008-12-28,Chanukah Day 7
2008-12-29,Chanukah Day 8
2009-01-06,Fast of 10 Tevet
2009-02-09,Tu BiShvat
2009-03-09,Fast of Esther
2009-03-10,Purim
2009-03-11,Shushan Purim
2009-04-09,Pesach I
2009-04-10,Pesach II
2009-04-11,Chol HaMoed Pesach
2009-04-12,Chol HaMoed Pesach
2009-04-13,Chol HaMoed Pesach
2009-04-14,Chol HaMoed Pesach
2009-04-15,Pesach VII
2009-04-16,Pesach VIII
2009-04-21,Yom HaShoah
2009-04-28,Yom HaZikaron
2009-04-29,Yom HaAtzmaut
2009-05-12,Lag B'Omer
2009-05-22,Yom Yerushalayim
2009-05-29,Shavuot I
2009-05-30,Shavuot II
2009-07-09,Fast of 17 Tammuz
2009-07-30,Tisha B'Av
2009-08-05,Tu B'Av
2009-09-19,Rosh Hashanah I
2009-09-20,Rosh Hashanah II
2009-09-21,Fast of Gedaliah
2009-09-28,Yom Kippur
2009-10-03,Sukkot I
2009-10-04,Sukkot II
2009-10-05,Chol HaMoed Sukkot
2009-10-06,Chol HaMoed Sukkot
2009-10-07,Chol HaMoed Sukkot
2009-10-08,Chol HaMoed Sukkot
2009-10-09,Hoshana Rabbah
2009-10-10,Shemini Atzeret
2009-10-11,Simchat Torah
2009-12-12,Chanukah Day 1
2009-12-13,Chanukah Day 2
2009-12-14,Chanukah Day 3
2009-12-15,Chanukah Day 4
2009-12-16,Chanukah Day 5
2009-12-17,Chanukah Day 6
2009-12-18,Chanukah Day 7
2009-12-19,Chanukah Day 8
2009-12-27,Fast of 10 Tevet
2010-01-30,Tu BiShvat
2010-02-25,Fast of Esther
2010-02-28,Purim
2010-03-01,Shushan Purim
2010-03-30,Pesach I
2010-03-31,Pesach II
2010-04-01,Chol HaMoed Pesach
2010-04-02,Chol HaMoed Pesach
2010-04-03,Chol HaMoed Pesach
2010-04-04,Chol HaMoed Pesach
2010-04-05,Pesach VII
2010-04-06,Pesach VIII
2010-04-12,Yom HaShoah
2010-04-19,Yom HaZikaron
2010-04-20,Yom HaAtzmaut
2010-05-02,Lag B'Omer
2010-05-12,Yom Yerushalayim
2010-05-19,Shavuot I
2010-05-20,Shavuot II
2010-06-29,Fast of 17 Tammuz
2010-07-20,Tisha B'Av
2010-07-26,Tu B'Av
2010-09-09,Rosh Hashanah I
2010-09-10,Rosh Hashanah II
2010-09-12,Fast of Gedaliah
2010-09-18,Yom Kippur
2010-09-23,Sukkot I
2010-09-24,Sukkot II
2010-09-25,Chol HaMoed Sukkot
2010-09-26,Chol HaMoed Sukkot
2010-09-27,Chol HaMoed Sukkot
2010-09-28,Chol HaMoed Sukkot
2010-09-29,Hoshana Rabbah
2010-09-30,Shemini Atzeret
2010-10-01,Simchat Torah
2010-12-02,Chanukah Day 1
2010-12-03,Chanukah Day 2
2010-12-04,Chanukah Day 3
2010-12-05,Chanukah Day 4
2010-12-06,Chanukah Day 5
2010-12-07,Chanukah Day 6
2010-12-08,Chanukah Day 7
2010-12-09,Chanukah Day 8
2010-12-17,Fast of 10 Tevet
2011-01-20,Tu BiShvat
2011-02-18,Purim Katan
2011-02-19,Shushan Purim Katan
2011-03-17,Fast of Esther
2011-03-20,Purim
2011-03-21,Shushan Purim
2011-04-19,Pesach I
2011-04-20,Pesach II
2011-04-21,Chol HaMoed Pesach
2011-04-22,Chol HaMoed Pesach
2011-04-23,Chol HaMoed Pesach
2011-04-24,Chol HaMoed Pesach
2011-04-25,Pesach VII
2011-04-26,Pesach VIII
2011-05-02,Yom HaShoah
2011-05-09,Yom HaZikaron
2011-05-10,Yom HaAtzmaut
2011-05-22,Lag B'Omer
2011-06-01,Yom Yerushalayim
2011-06-08,Shavuot I
2011-06-09,Shavuot II
2011-07-19,Fast of 17 Tammuz
2011-08-09,Tisha B'Av
2011-08-15,Tu B'Av
2011-09-29,Rosh Hashanah I
2011-09-30,Rosh Hashanah II
2011-10-02,Fast of Gedaliah
2011-10-08,Yom Kippur
2011-10-13,Sukkot I
2011-10-14,Sukkot II
2011-10-15,Chol HaMoed Sukkot
2011-10-16,Chol HaMoed Sukkot
2011-10-17,Chol HaMoed Sukkot
2011-10-18,Chol HaMoed Sukkot
2011-10-19,Hoshana Rabbah
2011-10-20,Shemini Atzeret
2011-10-21,Simchat Torah
2011-12-21,Chanukah Day 1
2011-12-22,Chanukah Day 2
2011-12-23,Chanukah Day 3
2011-12-24,Chanukah Day 4
2011-12-25,Chanukah Day 5
2011-12-26,Chanukah Day 6
2011-12-27,Chanukah Day 7
2011-12-28,Chanukah Day 8
2012-01-05,Fast of 10 Tevet
2012-02-08,Tu BiShvat
2012-03-07,Fast of Esther
2012-03-08,Purim
2012-03-09,Shushan Purim
2012-04-07,Pesach I
2012-04-08,Pesach II
2012-04-09,Chol HaMoed Pesach
2012-04-10,Chol HaMoed Pesach
2012-04-11,Chol HaMoed Pesach
2012-04-12,Chol HaMoed Pesach
2012-04-13,Pesach VII
2012-04-14,Pesach VIII
2012-04-19,Yom HaShoah
2012-04-25,Yom HaZikaron
2012-04-26,Yom HaAtzmaut
2012-05-10,Lag B'Omer
2012-05-20,Yom Yerushalayim
2012-05-27,Shavuot I
2012-05-28,Shavuot II
2012-07-08,Fast of 17 Tammuz
2012-07-29,Tisha B'Av
2012-08-03,Tu B'Av
2012-09-17,Rosh Hashanah I
2012-09-18,Rosh Hashanah II
2012-09-19,Fast of Gedaliah
2012-09-26,Yom Kippur
2012-10-01,Sukkot I
2012-10-02,Sukkot II
2012-10-03,Chol HaMoed Sukkot
2012-10-04,Chol HaMoed Sukkot
2012-10-05,Chol HaMoed Sukkot
2012-10-06,Chol HaMoed Sukkot
2012-10-07,Hoshana Rabbah
2012-10-08,Shemini Atzeret
2012-10-09,Simchat Torah
2012-12-09,Chanukah Day 1
2012-12-10,Chanukah Day 2
2012-12-11,Chanukah Day 3
2012-12-12,Chanukah Day 4
2012-12-13,Chanukah Day 5
2012-12-14,Chanukah Day 6
2012-12-15,Chanukah Day 7
2012-12-16,Chanukah Day 8
2012-12-23,Fast of 10 Tevet
2013-01-26,Tu BiShvat
2013-02-21,Fast of Esther
2013-02-24,Purim
2013-02-25,Shushan Purim
2013-03-26,Pesach I
2013-03-27,Pesach II
2013-03-28,Chol HaMoed Pesach
2013-03-29,Chol HaMoed Pesach
2013-03-30,Chol HaMoed Pesach
2013-03-31,Chol HaMoed Pesach
2013-04-01,Pesach VII
2013-04-02,Pesach VIII
2013-04-08,Yom HaShoah
2013-04-15,Yom HaZikaron
2013-04-16,Yom HaAtzmaut
2013-04-28,Lag B'Omer
2013-05-08,Yom Yerushalayim
2013-05-15,Shavuot I
2013-05-16,Shavuot II
2013-06-25,Fast of 17 Tammuz
2013-07-16,Tisha B'Av
2013-07-22,Tu B'Av
2013-09-05,Rosh Hashanah I
2013-09-06,Rosh Hashanah II
2013-09-08,Fast of Gedaliah
2013-09-14,Yom Kippur
2013-09-19,Sukkot I
2013-09-20,Sukkot II
2013-09-21,Chol HaMoed Sukkot
2013-09-22,Chol HaMoed Sukkot
2013-09-23,Chol HaMoed Sukkot
2013-09-24,Chol HaMoed Sukkot
2013-09-25,Hoshana Rabbah
2013-09-26,Shemini Atzeret
2013-09-27,Simchat Torah
2013-11-28,Chanukah Day 1
2013-11-29,Chanukah Day 2
2013-11-30,Chanukah Day 3
2013-12-01,Chanukah Day 4
2013-12-02,Chanukah Day 5
2013-12-03,Chanukah Day 6
2013-12-04,Chanukah Day 7
2013-12-05,Chanukah Day 8
2013-12-13,Fast of 10 Tevet
2014-01-16,Tu BiShvat
2014-02-14,Purim Katan
2014-02-15,Shushan Purim Katan
2014-03-13,Fast of Esther
2014-03-16,Purim
2014-03-17,Shushan Purim
2014-04-15,Pesach I
2014-04-16,Pesach II
2014-04-17,Chol HaMoed Pesach
2014-04-18,Chol HaMoed Pesach
2014-04-19,Chol HaMoed Pesach
2014-04-20,Chol HaMoed Pesach
2014-04-21,Pesach VII
2014-04-22,Pesach VIII
2014-04-28,Yom HaShoah
2014-05-05,Yom HaZikaron
2014-05-06,Yom HaAtzmaut
2014-05-18,Lag B'Omer
2014-05-28,Yom Yerushalayim
2014-06-04,Shavuot I
2014-06-05,Shavuot II
2014-07-15,Fast of 17 Tammuz
2014-08-05,Tisha B'Av
2014-08-11,Tu B'Av
2014-09-25,Rosh Hashanah I
2014-09-26,Rosh Hashanah II
2014-09-28,Fast of Gedaliah
2014-10-04,Yom Kippur
2014-10-09,Sukkot I
2014-10-10,Sukkot II
2014-10-11,Chol HaMoed Sukkot
2014-10-12,Chol HaMoed Sukkot
2014-10-13,Chol HaMoed Sukkot
2014-10-14,Chol HaMoed Sukkot
2014-10-15,Hoshana Rabbah
2014-10-16,Shemini Atzeret
2014-10-17,Simchat Torah
2014-12-17,Chanukah Day 1
2014-12-18,Chanukah Day 2
2014-12-19,Chanukah Day 3
2014-12-20,Chanukah Day 4
2014-12-21,Chanukah Day 5
2014-12-22,Chanukah Day 6
2014-12-23,Chanukah Day 7
2014-12-24,Chanukah Day 8
2015-01-01,Fast of 10 Tevet
2015-02-04,Tu BiShvat
2015-03-04,Fast of Esther
2015-03-05,Purim
2015-03-06,Shushan Purim
2015-04-04,Pesach I
2015-04-05,Pesach II
2015-04-06,Chol HaMoed Pesach
2015-04-07,Chol HaMoed Pesach
2015-04-08,Chol HaMoed Pesach
2015-04-09,Chol HaMoed Pesach
2015-04-10,Pesach VII
2015-04-11,Pesach VIII
2015-04-16,Yom HaShoah
2015-04-22,Yom HaZikaron
2015-04-23,Yom HaAtzmaut
2015-05-07,Lag B'Omer
2015-05-17,Yom Yerushalayim
