date,name
2030-10-07,Yom Kippur
2030-10-12,Sukkot I
2030-10-13,Sukkot II
2030-10-14,Chol HaMoed Sukkot
2030-10-15,Chol HaMoed Sukkot
2030-10-16,Chol HaMoed Sukkot
2030-10-17,Chol HaMoed Sukkot
2030-10-18,Hoshana Rabbah
2030-10-19,Shemini Atzeret
2030-10-20,Simchat Torah
2030-12-21,Chanukah Day 1
2030-12-22,Chanukah Day 2
2030-12-23,Chanukah Day 3
2030-12-24,Chanukah Day 4
2030-12-25,Chanukah Day 5
2030-12-26,Chanukah Day 6
2030-12-27,Chanukah Day 7
2030-12-28,Chanukah Day 8
2031-01-05,Fast of 10 Tevet
2031-02-08,Tu BiShvat
2031-03-06,Fast of Esther
2031-03-09,Purim
2031-03-10,Shushan Purim
2031-04-08,Pesach I
2031-04-09,Pesach II
2031-04-10,Chol HaMoed Pesach
2031-04-11,Chol HaMoed Pesach
2031-04-12,Chol HaMoed Pesach
2031-04-13,Chol HaMoed Pesach
2031-04-14,Pesach VII
2031-04-15,Pesach VIII
2031-04-21,Yom HaShoah
2031-04-28,Yom HaZikaron
2031-04-29,Yom HaAtzmaut
2031-05-11,Lag B'Omer
2031-05-21,Yom Yerushalayim
2031-05-28,Shavuot I
2031-05-29,Shavuot II
2031-07-08,Fast of 17 Tammuz
2031-07-29,Tisha B'Av
2031-08-04,Tu B'Av
2031-09-18,Rosh Hashanah I
2031-09-19,Rosh Hashanah II
2031-09-21,Fast of Gedaliah
2031-09-27,Yom Kippur
2031-10-02,Sukkot I
2031-10-03,Sukkot II
2031-10-04,Chol HaMoed Sukkot
2031-10-05,Chol HaMoed Sukkot
2031-10-06,Chol HaMoed Sukkot
2031-10-07,Chol HaMoed Sukkot
2031-10-08,Hoshana Rabbah
2031-10-09,Shemini Atzeret
2031-10-10,Simchat Torah
2031-12-10,Chanukah Day 1
2031-12-11,Chanukah Day 2
2031-12-12,Chanukah Day 3
2031-12-13,Chanukah Day 4
2031-12-14,Chanukah Day 5
2031-12-15,Chanukah Day 6
2031-12-16,Chanukah Day 7
2031-12-17,Chanukah Day 8
2031-12-25,Fast of 10 Tevet
2032-01-28,Tu BiShvat
2032-02-25,Fast of Esther
2032-02-26,Purim
2032-02-27,Shushan Purim
2032-03-27,Pesach I
2032-03-28,Pesach II
2032-03-29,Chol HaMoed Pesach
2032-03-30,Chol HaMoed Pesach
2032-03-31,Chol HaMoed Pesach
2032-04-01,Chol HaMoed Pesach
2032-04-02,Pesach VII
2032-04-03,Pesach VIII
2032-04-08,Yom HaShoah
2032-04-14,Yom HaZikaron
2032-04-15,Yom HaAtzmaut
2032-04-29,Lag B'Omer
2032-05-09,Yom Yerushalayim
2032-05-16,Shavuot I
2032-05-17,Shavuot II
2032-06-27,Fast of 17 Tammuz
2032-07-18,Tisha B'Av
2032-07-23,Tu B'Av
2032-09-06,Rosh Hashanah I
2032-09-07,Rosh Hashanah II
2032-09-08,Fast of Gedaliah
2032-09-15,Yom Kippur
2032-09-20,Sukkot I
2032-09-21,Sukkot II
2032-09-22,Chol HaMoed Sukkot
2032-09-23,Chol HaMoed Sukkot
2032-09-24,Chol HaMoed Sukkot
2032-09-25,Chol HaMoed Sukkot
2032-09-26,Hoshana Rabbah
2032-09-27,Shemini Atzeret
2032-09-28,Simchat Torah
2032-11-28,Chanukah Day 1
2032-11-29,Chanukah Day 2
2032-11-30,Chanukah Day 3
2032-12-01,Chanukah Day 4
2032-12-02,Chanukah Day 5
2032-12-03,Chanukah Day 6
2032-12-04,Chanukah Day 7
2032-12-05,Chanukah Day 8
2032-12-12,Fast of 10 Tevet
2033-01-15,Tu BiShvat
2033-02-13,Purim Katan
2033-02-14,Shushan Purim Katan
2033-03-14,Fast of Esther
2033-03-15,Purim
2033-03-16,Shushan Purim
2033-04-14,Pesach I
2033-04-15,Pesach II
2033-04-16,Chol HaMoed Pesach
2033-04-17,Chol HaMoed Pesach
2033-04-18,Chol HaMoed Pesach
2033-04-19,Chol HaMoed Pesach
2033-04-20,Pesach VII
2033-04-21,Pesach VIII
2033-04-26,Yom HaShoah
2033-05-03,Yom HaZikaron
2033-05-04,Yom HaAtzmaut
2033-05-17,Lag B'Omer
2033-05-27,Yom Yerushalayim
2033-06-03,Shavuot I
2033-06-04,Shavuot II
2033-07-14,Fast of 17 Tammuz
2033-08-04,Tisha B'Av
2033-08-10,Tu B'Av
2033-09-24,Rosh Hashanah I
2033-09-25,Rosh Hashanah II
2033-09-26,Fast of Gedaliah
2033-10-03,Yom Kippur
2033-10-08,Sukkot I
2033-10-09,Sukkot II
2033-10-10,Chol HaMoed Sukkot
2033-10-11,Chol HaMoed Sukkot
2033-10-12,Chol HaMoed Sukkot
2033-10-13,Chol HaMoed Sukkot
2033-10-14,Hoshana Rabbah
2033-10-15,Shemini Atzeret
2033-10-16,Simchat Torah
2033-12-17,Chanukah Day 1
2033-12-18,Chanukah Day 2
2033-12-19,Chanukah Day 3
2033-12-20,Chanukah Day 4
2033-12-21,Chanukah Day 5
2033-12-22,Chanukah Day 6
2033-12-23,Chanukah Day 7
2033-12-24,Chanukah Day 8
2034-01-01,Fast of 10 Tevet
2034-02-04,Tu BiShvat
2034-03-02,Fast of Esther
2034-03-05,Purim
2034-03-06,Shushan Purim
2034-04-04,Pesach I
2034-04-05,Pesach II
2034-04-06,Chol HaMoed Pesach
2034-04-07,Chol HaMoed Pesach
2034-04-08,Chol HaMoed Pesach
2034-04-09,Chol HaMoed Pesach
2034-04-10,Pesach VII
2034-04-11,Pesach VIII
2034-04-17,Yom HaShoah
2034-04-24,Yom HaZikaron
2034-04-25,Yom HaAtzmaut
2034-05-07,Lag B'Omer
2034-05-17,Yom Yerushalayim
2034-05-24,Shavuot I
2034-05-25,Shavuot II
2034-07-04,Fast of 17 Tammuz
2034-07-25,Tisha B'Av
2034-07-31,Tu B'Av
2034-09-14,Rosh Hashanah I
2034-09-15,Rosh Hashanah II
2034-09-17,Fast of Gedaliah
2034-09-23,Yom Kippur
2034-09-28,Sukkot I
2034-09-29,Sukkot II
2034-09-30,Chol HaMoed Sukkot
2034-10-01,Chol HaMoed Sukkot
2034-10-02,Chol HaMoed Sukkot
2034-10-03,Chol HaMoed Sukkot
2034-10-04,Hoshana Rabbah
2034-10-05,Shemini Atzeret
2034-10-06,Simchat Torah
2034-12-07,Chanukah Day 1
2034-12-08,Chanukah Day 2
2034-12-09,Chanukah Day 3
2034-12-10,Chanukah Day 4
2034-12-11,Chanukah Day 5
2034-12-12,Chanukah Day 6
2034-12-13,Chanukah Day 7
2034-12-14,Chanukah Day 8
2034-12-22,Fast of 10 Tevet
2035-01-25,Tu BiShvat
2035-02-23,Purim Katan
2035-02-24,Shushan Purim Katan
2035-03-22,Fast of Esther
2035-03-25,Purim
2035-03-26,Shushan Purim
2035-04-24,Pesach I
2035-04-25,Pesach II
2035-04-26,Chol HaMoed Pesach
2035-04-27,Chol HaMoed Pesach
2035-04-28,Chol HaMoed Pesach
2035-04-29,Chol HaMoed Pesach
2035-04-30,Pesach VII
2035-05-01,Pesach VIII
2035-05-07,Yom HaShoah
2035-05-14,Yom HaZikaron
2035-05-15,Yom HaAtzmaut
2035-05-27,Lag B'Omer
2035-06-06,Yom Yerushalayim
2035-06-13,Shavuot I
2035-06-14,Shavuot II
2035-07-24,Fast of 17 Tammuz
2035-08-14,Tisha B'Av
2035-08-20,Tu B'Av
2035-10-04,Rosh Hashanah I
2035-10-05,Rosh Hashanah II
2035-10-07,Fast of Gedaliah
2035-10-13,Yom Kippur
2035-10-18,Sukkot I
2035-10-19,Sukkot II
2035-10-20,Chol HaMoed Sukkot
2035-10-21,Chol HaMoed Sukkot
2035-10-22,Chol HaMoed Sukkot
2035-10-23,Chol HaMoed Sukkot
2035-10-24,Hoshana Rabbah
2035-10-25,Shemini Atzeret
2035-10-26,Simchat Torah
2035-12-26,Chanukah Day 1
2035-12-27,Chanukah Day 2
2035-12-28,Chanukah Day 3
2035-12-29,Chanukah Day 4
2035-12-30,Chanukah Day 5
2035-12-31,Chanukah Day 6
2036-01-01,Chanukah Day 7
2036-01-02,Chanukah Day 8
2036-01-10,Fast of 10 Tevet
2036-02-13,Tu BiShvat
2036-03-12,Fast of Esther
2036-03-13,Purim
2036-03-14,Shushan Purim
2036-04-12,Pesach I
2036-04-13,Pesach II
2036-04-14,Chol HaMoed Pesach
2036-04-15,Chol HaMoed Pesach
2036-04-16,Chol HaMoed Pesach
2036-04-17,Chol HaMoed Pesach
2036-04-18,Pesach VII
2036-04-19,Pesach VIII
2036-04-24,Yom HaShoah
2036-04-30,Yom HaZikaron
2036-05-01,Yom HaAtzmaut
2036-05-15,Lag B'Omer
2036-05-25,Yom Yerushalayim
2036-06-01,Shavuot I
2036-06-02,Shavuot II
2036-07-13,Fast of 17 Tammuz
2036-08-03,Tisha B'Av
2036-08-08,Tu B'Av
2036-09-22,Rosh Hashanah I
2036-09-23,Rosh Hashanah II
2036-09-24,Fast of Gedaliah
2036-10-01,Yom Kippur
2036-10-06,Sukkot I
2036-10-07,Sukkot II
2036-10-08,Chol HaMoed Sukkot
2036-10-09,Chol HaMoed Sukkot
2036-10-10,Chol HaMoed Sukkot
2036-10-11,Chol HaMoed Sukkot
2036-10-12,Hoshana Rabbah
2036-10-13,Shemini Atzeret
2036-10-14,Simchat Torah
2036-12-14,Chanukah Day 1
2036-12-15,Chanukah Day 2
2036-12-16,Chanukah Day 3
2036-12-17,Chanukah Day 4
2036-12-18,Chanukah Day 5
2036-12-19,Chanukah Day 6
2036-12-20,Chanukah Day 7
2036-12-21,Chanukah Day 8
2036-12-28,Fast of 10 Tevet
2037-01-31,Tu BiShvat
2037-02-26,Fast of Esther
2037-03-01,Purim
2037-03-02,Shushan Purim
2037-03-31,Pesach I
2037-04-01,Pesach II
2037-04-02,Chol HaMoed Pesach
2037-04-03,Chol HaMoed Pesach
2037-04-04,Chol HaMoed Pesach
2037-04-05,Chol HaMoed Pesach
2037-04-06,Pesach VII
2037-04-07,Pesach VIII
2037-04-13,Yom HaShoah
2037-04-20,Yom HaZikaron
2037-04-21,Yom HaAtzmaut
2037-05-03,Lag B'Omer
2037-05-13,Yom Yerushalayim
2037-05-20,Shavuot I
2037-05-21,Shavuot II
2037-06-30,Fast of 17 Tammuz
2037-07-21,Tisha B'Av
2037-07-27,Tu B'Av
2037-09-10,Rosh Hashanah I
2037-09-11,Rosh Hashanah II
2037-09-13,Fast of Gedaliah
2037-09-19,Yom Kippur
2037-09-24,Sukkot I
2037-09-25,Sukkot II
2037-09-26,Chol HaMoed Sukkot
2037-09-27,Chol HaMoed Sukkot
2037-09-28,Chol HaMoed Sukkot
2037-09-29,Chol HaMoed Sukkot
2037-09-30,Hoshana Rabbah
2037-10-01,Shemini Atzeret
2037-10-02,Simchat Torah
2037-12-03,Chanukah Day 1
2037-12-04,Chanukah Day 2
2037-12-05,Chanukah Day 3
2037-12-06,Chanukah Day 4
2037-12-07,Chanukah Day 5
2037-12-08,Chanukah Day 6
2037-12-09,Chanukah Day 7
2037-12-10,Chanukah Day 8
2037-12-18,Fast of 10 Tevet
2038-01-21,Tu BiShvat
2038-02-19,Purim Katan
2038-02-20,Shushan Purim Katan
2038-03-18,Fast of Esther
2038-03-21,Purim
2038-03-22,Shushan Purim
2038-04-20,Pesach I
2038-04-21,Pesach II
2038-04-22,Chol HaMoed Pesach
2038-04-23,Chol HaMoed Pesach
2038-04-24,Chol HaMoed Pesach
2038-04-25,Chol HaMoed Pesach
2038-04-26,Pesach VII
2038-04-27,Pesach VIII
2038-05-03,Yom HaShoah
2038-05-10,Yom HaZikaron
2038-05-11,Yom HaAtzmaut
2038-05-23,Lag B'Omer
2038-06-02,Yom Yerushalayim
2038-06-09,Shavuot I
2038-06-10,Shavuot II
2038-07-20,Fast of 17 Tammuz
2038-08-10,Tisha B'Av
2038-08-16,Tu B'Av
2038-09-30,Rosh Hashanah I
2038-10-01,Rosh Hashanah II
2038-10-03,Fast of Gedaliah
2038-10-09,Yom Kippur
2038-10-14,Sukkot I
2038-10-15,Sukkot II
2038-10-16,Chol HaMoed Sukkot
2038-10-17,Chol HaMoed Sukkot
2038-10-18,Chol HaMoed Sukkot
2038-10-19,Chol HaMoed Sukkot
2038-10-20,Hoshana Rabbah
2038-10-21,Shemini Atzeret
2038-10-22,Simchat Torah
2038-12-22,Chanukah Day 1
2038-12-23,Chanukah Day 2
2038-12-24,Chanukah Day 3
2038-12-25,Chanukah Day 4
2038-12-26,Chanukah Day 5
2038-12-27,Chanukah Day 6
2038-12-28,Chanukah Day 7
2038-12-29,Chanukah Day 8
2039-01-06,Fast of 10 Tevet
2039-02-09,Tu BiShvat
2039-03-09,Fast of Esther
2039-03-10,Purim
2039-03-11,Shushan Purim
2039-04-09,Pesach I
2039-04-10,Pesach II
2039-04-11,Chol HaMoed Pesach
2039-04-12,Chol HaMoed Pesach
2039-04-13,Chol HaMoed Pesach
2039-04-14,Chol HaMoed Pesach
2039-04-15,Pesach VII
2039-04-16,Pesach VIII
2039-04-21,Yom HaShoah
2039-04-27,Yom HaZikaron
2039-04-28,Yom HaAtzmaut
2039-05-12,Lag B'Omer
2039-05-22,Yom Yerushalayim
2039-05-29,Shavuot I
2039-05-30,Shavuot II
2039-07-10,Fast of 17 Tammuz
2039-07-31,Tisha B'Av
2039-08-05,Tu B'Av
2039-09-19,Rosh Hashanah I
2039-09-20,Rosh Hashanah II
2039-09-21,Fast of Gedaliah
2039-09-28,Yom Kippur
2039-10-03,Sukkot I
2039-10-04,Sukkot II
2039-10-05,Chol HaMoed Sukkot
2039-10-06,Chol HaMoed Sukkot
2039-10-07,Chol HaMoed Sukkot
2039-10-08,Chol HaMoed Sukkot
2039-10-09,Hoshana Rabbah
2039-10-10,Shemini Atzeret
2039-10-11,Simchat Torah
2039-12-12,Chanukah Day 1
2039-12-13,Chanukah Day 2
2039-12-14,Chanukah Day 3
2039-12-15,Chanukah Day 4
2039-12-16,Chanukah Day 5
2039-12-17,Chanukah Day 6
2039-12-18,Chanukah Day 7
2039-12-19,Chanukah Day 8
2039-12-27,Fast of 10 Tevet
2040-01-30,Tu BiShvat
2040-02-27,Fast of Esther
2040-02-28,Purim
2040-02-29,Shushan Purim
2040-03-29,Pesach I
2040-03-30,Pesach II
2040-03-31,Chol HaMoed Pesach
2040-04-01,Chol HaMoed Pesach
2040-04-02,Chol HaMoed Pesach
2040-04-03,Chol HaMoed Pesach
2040-04-04,Pesach VII
2040-04-05,Pesach VIII
2040-04-10,Yom HaShoah
2040-04-17,Yom HaZikaron
2040-04-18,Yom HaAtzmaut
2040-05-01,Lag B'Omer
2040-05-11,Yom Yerushalayim
2040-05-18,Shavuot I
2040-05-19,Shavuot II
2040-06-28,Fast of 17 Tammuz
2040-07-19,Tisha B'Av
2040-07-25,Tu B'Av
2040-09-08,Rosh Hashanah I
2040-09-09,Rosh Hashanah II
2040-09-10,Fast of Gedaliah
2040-09-17,Yom Kippur
2040-09-22,Sukkot I
2040-09-23,Sukkot II
2040-09-24,Chol HaMoed Sukkot
2040-09-25,Chol HaMoed Sukkot
2040-09-26,Chol HaMoed Sukkot
2040-09-27,Chol HaMoed Sukkot
2040-09-28,Hoshana Rabbah
2040-09-29,Shemini Atzeret
2040-09-30,Simchat Torah
2040-11-30,Chanukah Day 1
2040-12-01,Chanukah Day 2
2040-12-02,Chanukah Day 3
2040-12-03,Chanukah Day 4
2040-12-04,Chanukah Day 5
2040-12-05,Chanukah Day 6
2040-12-06,Chanukah Day 7
2040-12-07,Chanukah Day 8
2040-12-14,Fast of 10 Tevet
2041-01-17,Tu BiShvat
2041-02-15,Purim Katan
2041-02-16,Shushan Purim Katan
2041-03-14,Fast of Esther
2041-03-17,Purim
2041-03-18,Shushan Purim
2041-04-16,Pesach I
2041-04-17,Pesach II
2041-04-18,Chol HaMoed Pesach
2041-04-19,Chol HaMoed Pesach
2041-04-20,Chol HaMoed Pesach
2041-04-21,Chol HaMoed Pesach
2041-04-22,Pesach VII
2041-04-23,Pesach VIII
2041-04-29,Yom HaShoah
2041-05-06,Yom HaZikaron
2041-05-07,Yom HaAtzmaut
2041-05-19,Lag B'Omer
2041-05-29,Yom Yerushalayim
2041-06-05,Shavuot I
2041-06-06,Shavuot II
2041-07-16,Fast of 17 Tammuz
2041-08-06,Tisha B'Av
2041-08-12,Tu B'Av
2041-09-26,Rosh Hashanah I
2041-09-27,Rosh Hashanah II
2041-09-29,Fast of Gedaliah
2041-10-05,Yom Kippur
2041-10-10,Sukkot I
2041-10-11,Sukkot II
2041-10-12,Chol HaMoed Sukkot
2041-10-13,Chol HaMoed Sukkot
2041-10-14,Chol HaMoed Sukkot
2041-10-15,Chol HaMoed Sukkot
2041-10-16,Hoshana Rabbah
2041-10-17,Shemini Atzeret
2041-10-18,Simchat Torah
2041-12-18,Chanukah Day 1
2041-12-19,Chanukah Day 2
2041-12-20,Chanukah Day 3
2041-12-21,Chanukah Day 4
2041-12-22,Chanukah Day 5
2041-12-23,Chanukah Day 6
2041-12-24,Chanukah Day 7
2041-12-25,Chanukah Day 8
2042-01-02,Fast of 10 Tevet
2042-02-05,Tu BiShvat
2042-03-05,Fast of Esther
2042-03-06,Purim
2042-03-07,Shushan Purim
2042-04-05,Pesach I
2042-04-06,Pesach II
2042-04-07,Chol HaMoed Pesach
2042-04-08,Chol HaMoed Pesach
2042-04-09,Chol HaMoed Pesach
2042-04-10,Chol HaMoed Pesach
2042-04-11,Pesach VII
2042-04-12,Pesach VIII
2042-04-17,Yom HaShoah
2042-04-23,Yom HaZikaron
2042-04-24,Yom HaAtzmaut
2042-05-08,Lag B'Omer
2042-05-18,Yom Yerushalayim
2042-05-25,Shavuot I
2042-05-26,Shavuot II
2042-07-06,Fast of 17 Tammuz
2042-07-27,Tisha B'Av
2042-08-01,Tu B'Av
2042-09-15,Rosh Hashanah I
2042-09-16,Rosh Hashanah II
2042-09-17,Fast of Gedaliah
2042-09-24,Yom Kippur
2042-09-29,Sukkot I
2042-09-30,Sukkot II
2042-10-01,Chol HaMoed Sukkot
2042-10-02,Chol HaMoed Sukkot
2042-10-03,Chol HaMoed Sukkot
2042-10-04,Chol HaMoed Sukkot
2042-10-05,Hoshana Rabbah
2042-10-06,Shemini Atzeret
2042-10-07,Simchat Torah
2042-12-08,Chanukah Day 1
2042-12-09,Chanukah Day 2
2042-12-10,Chanukah Day 3
2042-12-11,Chanukah Day 4
2042-12-12,Chanukah Day 5
2042-12-13,Chanukah Day 6
2042-12-14,Chanukah Day 7
2042-12-15,Chanukah Day 8
2042-12-23,Fast of 10 Tevet
2043-01-26,Tu BiShvat
2043-02-24,Purim Katan
2043-02-25,Shushan Purim Katan
2043-03-25,Fast of Esther
2043-03-26,Purim
2043-03-27,Shushan Purim
2043-04-25,Pesach I
2043-04-26,Pesach II
2043-04-27,Chol HaMoed Pesach
2043-04-28,Chol HaMoed Pesach
2043-04-29,Chol HaMoed Pesach
2043-04-30,Chol HaMoed Pesach
2043-05-01,Pesach VII
2043-05-02,Pesach VIII
2043-05-07,Yom HaShoah
2043-05-13,Yom HaZikaron
2043-05-14,Yom HaAtzmaut
2043-05-28,Lag B'Omer
2043-06-07,Yom Yerushalayim
2043-06-14,Shavuot I
2043-06-15,Shavuot II
2043-07-26,Fast of 17 Tammuz
2043-08-16,Tisha B'Av
2043-08-21,Tu B'Av
2043-10-05,Rosh Hashanah I
2043-10-06,Rosh Hashanah II
2043-10-07,Fast of Gedaliah
2043-10-14,Yom Kippur
2043-10-19,Sukkot I
2043-10-20,Sukkot II
2043-10-21,Chol HaMoed Sukkot
2043-10-22,Chol HaMoed Sukkot
2043-10-23,Chol HaMoed Sukkot
2043-10-24,Chol HaMoed Sukkot
2043-10-25,Hoshana Rabbah
2043-10-26,Shemini Atzeret
2043-10-27,Simchat Torah
2043-12-27,Chanukah Day 1
2043-12-28,Chanukah Day 2
2043-12-29,Chanukah Day 3
2043-12-30,Chanukah Day 4
2043-12-31,Chanukah Day 5
2044-01-01,Chanukah Day 6
2044-01-02,Chanukah Day 7
2044-01-03,Chanukah Day 8
2044-01-10,Fast of 10 Tevet
2044-02-13,Tu BiShvat
2044-03-10,Fast of Esther
2044-03-13,Purim
2044-03-14,Shushan Purim
2044-04-12,Pesach I
2044-04-13,Pesach II
2044-04-14,Chol HaMoed Pesach
2044-04-15,Chol HaMoed Pesach
2044-04-16,Chol HaMoed Pesach
2044-04-17,Chol HaMoed Pesach
2044-04-18,Pesach VII
2044-04-19,Pesach VIII
2044-04-25,Yom HaShoah
2044-05-02,Yom HaZikaron
2044-05-03,Yom HaAtzmaut
2044-05-15,Lag B'Omer
2044-05-25,Yom Yerushalayim
2044-06-01,Shavuot I
2044-06-02,Shavuot II
2044-07-12,Fast of 17 Tammuz
2044-08-02,Tisha B'Av
2044-08-08,Tu B'Av
2044-09-22,Rosh Hashanah I
2044-09-23,Rosh Hashanah II
2044-09-25,Fast of Gedaliah
2044-10-01,Yom Kippur
2044-10-06,Sukkot I
2044-10-07,Sukkot II
2044-10-08,Chol HaMoed Sukkot
2044-10-09,Chol HaMoed Sukkot
2044-10-10,Chol HaMoed Sukkot
2044-10-11,Chol HaMoed Sukkot
2044-10-12,Hoshana Rabbah
2044-10-13,Shemini Atzeret
2044-10-14,Simchat Torah
2044-12-15,Chanukah Day 1
2044-12-16,Chanukah Day 2
2044-12-17,Chanukah Day 3
2044-12-18,Chanukah Day 4
2044-12-19,Chanukah Day 5
2044-12-20,Chanukah Day 6
2044-12-21,Chanukah Day 7
2044-12-22,Chanukah Day 8
2044-12-30,Fast of 10 Tevet
2045-02-02,Tu BiShvat
2045-03-02,Fast of Esther
2045-03-03,Purim
2045-03-04,Shushan Purim
2045-04-02,Pesach I
2045-04-03,Pesach II
2045-04-04,Chol HaMoed Pesach
2045-04-05,Chol HaMoed Pesach
2045-04-06,Chol HaMoed Pesach
2045-04-07,Chol HaMoed Pesach
2045-04-08,Pesach VII
2045-04-09,Pesach VIII
2045-04-13,Yom HaShoah
2045-04-19,Yom HaZikaron
2045-04-20,Yom HaAtzmaut
2045-05-05,Lag B'Omer
2045-05-15,Yom Yerushalayim
2045-05-22,Shavuot I
2045-05-23,Shavuot II
2045-07-02,Fast of 17 Tammuz
2045-07-23,Tisha B'Av
2045-07-29,Tu B'Av
2045-09-12,Rosh Hashanah I
2045-09-13,Rosh Hashanah II
2045-09-14,Fast of Gedaliah
2045-09-21,Yom Kippur
2045-09-26,Sukkot I
2045-09-27,Sukkot II
2045-09-28,Chol HaMoed Sukkot
2045-09-29,Chol HaMoed Sukkot
2045-09-30,Chol HaMoed Sukkot
2045-10-01,Chol HaMoed Sukkot
2045-10-02,Hoshana Rabbah
2045-10-03,Shemini Atzeret
2045-10-04,Simchat Torah
