date,name
2045-12-04,Chanukah Day 1
2045-12-05,Chanukah Day 2
2045-12-06,Chanukah Day 3
2045-12-07,Chanukah Day 4
2045-12-08,Chanukah Day 5
2045-12-09,Chanukah Day 6
2045-12-10,Chanukah Day 7
2045-12-11,Chanukah Day 8
2045-12-19,Fast of 10 Tevet
2046-01-22,Tu BiShvat
2046-02-20,Purim Katan
2046-02-21,Shushan Purim Katan
2046-03-21,Fast of Esther
2046-03-22,Purim
2046-03-23,Shushan Purim
2046-04-21,Pesach I
2046-04-22,Pesach II
2046-04-23,Chol HaMoed Pesach
2046-04-24,Chol HaMoed Pesach
2046-04-25,Chol HaMoed Pesach
2046-04-26,Chol HaMoed Pesach
2046-04-27,Pesach VII
2046-04-28,Pesach VIII
2046-05-03,Yom HaShoah
2046-05-09,Yom HaZikaron
2046-05-10,Yom HaAtzmaut
2046-05-24,Lag B'Omer
2046-06-03,Yom Yerushalayim
2046-06-10,Shavuot I
2046-06-11,Shavuot II
2046-07-22,Fast of 17 Tammuz
2046-08-12,Tisha B'Av
2046-08-17,Tu B'Av
2046-10-01,Rosh Hashanah I
2046-10-02,Rosh Hashanah II
2046-10-03,Fast of Gedaliah
2046-10-10,Yom Kippur
2046-10-15,Sukkot I
2046-10-16,Sukkot II
2046-10-17,Chol HaMoed Sukkot
2046-10-18,Chol HaMoed Sukkot
2046-10-19,Chol HaMoed Sukkot
2046-10-20,Chol HaMoed Sukkot
2046-10-21,Hoshana Rabbah
2046-10-22,Shemini Atzeret
2046-10-23,Simchat Torah
2046-12-24,Chanukah Day 1
2046-12-25,Chanukah Day 2
2046-12-26,Chanukah Day 3
2046-12-27,Chanukah Day 4
2046-12-28,Chanukah Day 5
2046-12-29,Chanukah Day 6
2046-12-30,Chanukah Day 7
2046-12-31,Chanukah Day 8
2047-01-08,Fast of 10 Tevet
2047-02-11,Tu BiShvat
2047-03-11,Fast of Esther
2047-03-12,Purim
2047-03-13,Shushan Purim
2047-04-11,Pesach I
2047-04-12,Pesach II
2047-04-13,Chol HaMoed Pesach
2047-04-14,Chol HaMoed Pesach
2047-04-15,Chol HaMoed Pesach
2047-04-16,Chol HaMoed Pesach
2047-04-17,Pesach VII
2047-04-18,Pesach VIII
2047-04-23,Yom HaShoah
2047-04-30,Yom HaZikaron
2047-05-01,Yom HaAtzmaut
2047-05-14,Lag B'Omer
2047-05-24,Yom Yerushalayim
2047-05-31,Shavuot I
2047-06-01,Shavuot II
2047-07-11,Fast of 17 Tammuz
2047-08-01,Tisha B'Av
2047-08-07,Tu B'Av
2047-09-21,Rosh Hashanah I
2047-09-22,Rosh Hashanah II
2047-09-23,Fast of Gedaliah
2047-09-30,Yom Kippur
2047-10-05,Sukkot I
2047-10-06,Sukkot II
2047-10-07,Chol HaMoed Sukkot
2047-10-08,Chol HaMoed Sukkot
2047-10-09,Chol HaMoed Sukkot
2047-10-10,Chol HaMoed Sukkot
2047-10-11,Hoshana Rabbah
2047-10-12,Shemini Atzeret
2047-10-13,Simchat Torah
2047-12-13,Chanukah Day 1
2047-12-14,Chanukah Day 2
2047-12-15,Chanukah Day 3
2047-12-16,Chanukah Day 4
2047-12-17,Chanukah Day 5
2047-12-18,Chanukah Day 6
2047-12-19,Chanukah Day 7
2047-12-20,Chanukah Day 8
2047-12-27,Fast of 10 Tevet
2048-01-30,Tu BiShvat
2048-02-27,Fast of Esther
2048-02-28,Purim
2048-02-29,Shushan Purim
2048-03-29,Pesach I
2048-03-30,Pesach II
2048-03-31,Chol HaMoed Pesach
2048-04-01,Chol HaMoed Pesach
2048-04-02,Chol HaMoed Pesach
2048-04-03,Chol HaMoed Pesach
2048-04-04,Pesach VII
2048-04-05,Pesach VIII
2048-04-09,Yom HaShoah
2048-04-15,Yom HaZikaron
2048-04-16,Yom HaAtzmaut
2048-05-01,Lag B'Omer
2048-05-11,Yom Yerushalayim
2048-05-18,Shavuot I
2048-05-19,Shavuot II
2048-06-28,Fast of 17 Tammuz
2048-07-19,Tisha B'Av
2048-07-25,Tu B'Av
2048-09-08,Rosh Hashanah I
2048-09-09,Rosh Hashanah II
2048-09-10,Fast of Gedaliah
2048-09-17,Yom Kippur
2048-09-22,Sukkot I
2048-09-23,Sukkot II
2048-09-24,Chol HaMoed Sukkot
2048-09-25,Chol HaMoed Sukkot
2048-09-26,Chol HaMoed Sukkot
2048-09-27,Chol HaMoed Sukkot
2048-09-28,Hoshana Rabbah
2048-09-29,Shemini Atzeret
2048-09-30,Simchat Torah
2048-11-30,Chanukah Day 1
2048-12-01,Chanukah Day 2
2048-12-02,Chanukah Day 3
2048-12-03,Chanukah Day 4
2048-12-04,Chanukah Day 5
2048-12-05,Chanukah Day 6
2048-12-06,Chanukah Day 7
2048-12-07,Chanukah Day 8
2048-12-15,Fast of 10 Tevet
2049-01-18,Tu BiShvat
2049-02-16,Purim Katan
2049-02-17,Shushan Purim Katan
2049-03-17,Fast of Esther
2049-03-18,Purim
2049-03-19,Shushan Purim
2049-04-17,Pesach I
2049-04-18,Pesach II
2049-04-19,Chol HaMoed Pesach
2049-04-20,Chol HaMoed Pesach
2049-04-21,Chol HaMoed Pesach
2049-04-22,Chol HaMoed Pesach
2049-04-23,Pesach VII
2049-04-24,Pesach VIII
2049-04-29,Yom HaShoah
2049-05-05,Yom HaZikaron
2049-05-06,Yom HaAtzmaut
2049-05-20,Lag B'Omer
2049-05-30,Yom Yerushalayim
2049-06-06,Shavuot I
2049-06-07,Shavuot II
2049-07-18,Fast of 17 Tammuz
2049-08-08,Tisha B'Av
2049-08-13,Tu B'Av
2049-09-27,Rosh Hashanah I
2049-09-28,Rosh Hashanah II
2049-09-29,Fast of Gedaliah
2049-10-06,Yom Kippur
2049-10-11,Sukkot I
2049-10-12,Sukkot II
2049-10-13,Chol HaMoed Sukkot
2049-10-14,Chol HaMoed Sukkot
2049-10-15,Chol HaMoed Sukkot
2049-10-16,Chol HaMoed Sukkot
2049-10-17,Hoshana Rabbah
2049-10-18,Shemini Atzeret
2049-10-19,Simchat Torah
2049-12-20,Chanukah Day 1
2049-12-21,Chanukah Day 2
2049-12-22,Chanukah Day 3
2049-12-23,Chanukah Day 4
2049-12-24,Chanukah Day 5
2049-12-25,Chanukah Day 6
2049-12-26,Chanukah Day 7
2049-12-27,Chanukah Day 8
2050-01-04,Fast of 10 Tevet
2050-02-07,Tu BiShvat
2050-03-07,Fast of Esther
2050-03-08,Purim
2050-03-09,Shushan Purim
2050-04-07,Pesach I
2050-04-08,Pesach II
2050-04-09,Chol HaMoed Pesach
2050-04-10,Chol HaMoed Pesach
2050-04-11,Chol HaMoed Pesach
2050-04-12,Chol HaMoed Pesach
2050-04-13,Pesach VII
2050-04-14,Pesach VIII
2050-04-19,Yom HaShoah
2050-04-26,Yom HaZikaron
2050-04-27,Yom HaAtzmaut
2050-05-10,Lag B'Omer
2050-05-20,Yom Yerushalayim
2050-05-27,Shavuot I
2050-05-28,Shavuot II
2050-07-07,Fast of 17 Tammuz
2050-07-28,Tisha B'Av
2050-08-03,Tu B'Av
2050-09-17,Rosh Hashanah I
2050-09-18,Rosh Hashanah II
2050-09-19,Fast of Gedaliah
2050-09-26,Yom Kippur
2050-10-01,Sukkot I
2050-10-02,Sukkot II
2050-10-03,Chol HaMoed Sukkot
2050-10-04,Chol HaMoed Sukkot
2050-10-05,Chol HaMoed Sukkot
2050-10-06,Chol HaMoed Sukkot
2050-10-07,Hoshana Rabbah
2050-10-08,Shemini Atzeret
2050-10-09,Simchat Torah
2050-12-10,Chanukah Day 1
2050-12-11,Chanukah Day 2
2050-12-12,Chanukah Day 3
2050-12-13,Chanukah Day 4
2050-12-14,Chanukah Day 5
2050-12-15,Chanukah Day 6
2050-12-16,Chanukah Day 7
2050-12-17,Chanukah Day 8
2050-12-25,Fast of 10 Tevet
2051-01-28,Tu BiShvat
2051-02-23,Fast of Esther
2051-02-26,Purim
2051-02-27,Shushan Purim
2051-03-28,Pesach I
2051-03-29,Pesach II
2051-03-30,Chol HaMoed Pesach
2051-03-31,Chol HaMoed Pesach
2051-04-01,Chol HaMoed Pesach
2051-04-02,Chol HaMoed Pesach
2051-04-03,Pesach VII
2051-04-04,Pesach VIII
2051-04-10,Yom HaShoah
2051-04-17,Yom HaZikaron
2051-04-18,Yom HaAtzmaut
2051-04-30,Lag B'Omer
2051-05-10,Yom Yerushalayim
2051-05-17,Shavuot I
2051-05-18,Shavuot II
2051-06-27,Fast of 17 Tammuz
2051-07-18,Tisha B'Av
2051-07-24,Tu B'Av
2051-09-07,Rosh Hashanah I
2051-09-08,Rosh Hashanah II
2051-09-10,Fast of Gedaliah
2051-09-16,Yom Kippur
2051-09-21,Sukkot I
2051-09-22,Sukkot II
2051-09-23,Chol HaMoed Sukkot
2051-09-24,Chol HaMoed Sukkot
2051-09-25,Chol HaMoed Sukkot
2051-09-26,Chol HaMoed Sukkot
2051-09-27,Hoshana Rabbah
2051-09-28,Shemini Atzeret
2051-09-29,Simchat Torah
2051-11-29,Chanukah Day 1
2051-11-30,Chanukah Day 2
2051-12-01,Chanukah Day 3
2051-12-02,Chanukah Day 4
2051-12-03,Chanukah Day 5
2051-12-04,Chanukah Day 6
2051-12-05,Chanukah Day 7
2051-12-06,Chanukah Day 8
2051-12-13,Fast of 10 Tevet
2052-01-16,Tu BiShvat
2052-02-14,Purim Katan
2052-02-15,Shushan Purim Katan
2052-03-14,Fast of Esther
2052-03-15,Purim
2052-03-16,Shushan Purim
2052-04-14,Pesach I
2052-04-15,Pesach II
2052-04-16,Chol HaMoed Pesach
2052-04-17,Chol HaMoed Pesach
2052-04-18,Chol HaMoed Pesach
2052-04-19,Chol HaMoed Pesach
2052-04-20,Pesach VII
2052-04-21,Pesach VIII
2052-04-25,Yom HaShoah
2052-05-01,Yom HaZikaron
2052-05-02,Yom HaAtzmaut
2052-05-17,Lag B'Omer
2052-05-27,Yom Yerushalayim
2052-06-03,Shavuot I
2052-06-04,Shavuot II
2052-07-14,Fast of 17 Tammuz
2052-08-04,Tisha B'Av
2052-08-10,Tu B'Av
2052-09-24,Rosh Hashanah I
2052-09-25,Rosh Hashanah II
2052-09-26,Fast of Gedaliah
2052-10-03,Yom Kippur
2052-10-08,Sukkot I
2052-10-09,Sukkot II
2052-10-10,Chol HaMoed Sukkot
2052-10-11,Chol HaMoed Sukkot
2052-10-12,Chol HaMoed Sukkot
2052-10-13,Chol HaMoed Sukkot
2052-10-14,Hoshana Rabbah
2052-10-15,Shemini Atzeret
2052-10-16,Simchat Torah
2052-12-16,Chanukah Day 1
2052-12-17,Chanukah Day 2
2052-12-18,Chanukah Day 3
2052-12-19,Chanukah Day 4
2052-12-20,Chanukah Day 5
2052-12-21,Chanukah Day 6
2052-12-22,Chanukah Day 7
2052-12-23,Chanukah Day 8
2052-12-31,Fast of 10 Tevet
2053-02-03,Tu BiShvat
2053-03-03,Fast of Esther
2053-03-04,Purim
2053-03-05,Shushan Purim
2053-04-03,Pesach I
2053-04-04,Pesach II
2053-04-05,Chol HaMoed Pesach
2053-04-06,Chol HaMoed Pesach
2053-04-07,Chol HaMoed Pesach
2053-04-08,Chol HaMoed Pesach
2053-04-09,Pesach VII
2053-04-10,Pesach VIII
2053-04-15,Yom HaShoah
2053-04-22,Yom HaZikaron
2053-04-23,Yom HaAtzmaut
2053-05-06,Lag B'Omer
2053-05-16,Yom Yerushalayim
2053-05-23,Shavuot I
2053-05-24,Shavuot II
2053-07-03,Fast of 17 Tammuz
2053-07-24,Tisha B'Av
2053-07-30,Tu B'Av
2053-09-13,Rosh Hashanah I
2053-09-14,Rosh Hashanah II
2053-09-15,Fast of Gedaliah
2053-09-22,Yom Kippur
2053-09-27,Sukkot I
2053-09-28,Sukkot II
2053-09-29,Chol HaMoed Sukkot
2053-09-30,Chol HaMoed Sukkot
2053-10-01,Chol HaMoed Sukkot
2053-10-02,Chol HaMoed Sukkot
2053-10-03,Hoshana Rabbah
2053-10-04,Shemini Atzeret
2053-10-05,Simchat Torah
2053-12-06,Chanukah Day 1
2053-12-07,Chanukah Day 2
2053-12-08,Chanukah Day 3
2053-12-09,Chanukah Day 4
2053-12-10,Chanukah Day 5
2053-12-11,Chanukah Day 6
2053-12-12,Chanukah Day 7
2053-12-13,Chanukah Day 8
2053-12-21,Fast of 10 Tevet
2054-01-24,Tu BiShvat
2054-02-22,Purim Katan
2054-02-23,Shushan Purim Katan
2054-03-23,Fast of Esther
2054-03-24,Purim
2054-03-25,Shushan Purim
2054-04-23,Pesach I
2054-04-24,Pesach II
2054-04-25,Chol HaMoed Pesach
2054-04-26,Chol HaMoed Pesach
2054-04-27,Chol HaMoed Pesach
2054-04-28,Chol HaMoed Pesach
2054-04-29,Pesach VII
2054-04-30,Pesach VIII
2054-05-05,Yom HaShoah
2054-05-12,Yom HaZikaron
2054-05-13,Yom HaAtzmaut
2054-05-26,Lag B'Omer
2054-06-05,Yom Yerushalayim
2054-06-12,Shavuot I
2054-06-13,Shavuot II
2054-07-23,Fast of 17 Tammuz
2054-08-13,Tisha B'Av
2054-08-19,Tu B'Av
2054-10-03,Rosh Hashanah I
2054-10-04,Rosh Hashanah II
2054-10-05,Fast of Gedaliah
2054-10-12,Yom Kippur
2054-10-17,Sukkot I
2054-10-18,Sukkot II
2054-10-19,Chol HaMoed Sukkot
2054-10-20,Chol HaMoed Sukkot
2054-10-21,Chol HaMoed Sukkot
2054-10-22,Chol HaMoed Sukkot
2054-10-23,Hoshana Rabbah
2054-10-24,Shemini Atzeret
2054-10-25,Simchat Torah
2054-12-26,Chanukah Day 1
2054-12-27,Chanukah Day 2
2054-12-28,Chanukah Day 3
2054-12-29,Chanukah Day 4
2054-12-30,Chanukah Day 5
2054-12-31,Chanukah Day 6
2055-01-01,Chanukah Day 7
2055-01-02,Chanukah Day 8
2055-01-10,Fast of 10 Tevet
2055-02-13,Tu BiShvat
2055-03-11,Fast of Esther
2055-03-14,Purim
2055-03-15,Shushan Purim
2055-04-13,Pesach I
2055-04-14,Pesach II
2055-04-15,Chol HaMoed Pesach
2055-04-16,Chol HaMoed Pesach
2055-04-17,Chol HaMoed Pesach
2055-04-18,Chol HaMoed Pesach
2055-04-19,Pesach VII
2055-04-20,Pesach VIII
2055-04-26,Yom HaShoah
2055-05-03,Yom HaZikaron
2055-05-04,Yom HaAtzmaut
2055-05-16,Lag B'Omer
2055-05-26,Yom Yerushalayim
2055-06-02,Shavuot I
2055-06-03,Shavuot II
2055-07-13,Fast of 17 Tammuz
2055-08-03,Tisha B'Av
2055-08-09,Tu B'Av
2055-09-23,Rosh Hashanah I
2055-09-24,Rosh Hashanah II
2055-09-26,Fast of Gedaliah
2055-10-02,Yom Kippur
2055-10-07,Sukkot I
2055-10-08,Sukkot II
2055-10-09,Chol HaMoed Sukkot
2055-10-10,Chol HaMoed Sukkot
2055-10-11,Chol HaMoed Sukkot
2055-10-12,Chol HaMoed Sukkot
2055-10-13,Hoshana Rabbah
2055-10-14,Shemini Atzeret
2055-10-15,Simchat Torah
2055-12-15,Chanukah Day 1
2055-12-16,Chanukah Day 2
2055-12-17,Chanukah Day 3
2055-12-18,Chanukah Day 4
2055-12-19,Chanukah Day 5
2055-12-20,Chanukah Day 6
2055-12-21,Chanukah Day 7
2055-12-22,Chanukah Day 8
2055-12-30,Fast of 10 Tevet
2056-02-02,Tu BiShvat
2056-03-01,Fast of Esther
2056-03-02,Purim
2056-03-03,Shushan Purim
2056-04-01,Pesach I
2056-04-02,Pesach II
2056-04-03,Chol HaMoed Pesach
2056-04-04,Chol HaMoed Pesach
2056-04-05,Chol HaMoed Pesach
2056-04-06,Chol HaMoed Pesach
2056-04-07,Pesach VII
2056-04-08,Pesach VIII
2056-04-13,Yom HaShoah
2056-04-19,Yom HaZikaron
2056-04-20,Yom HaAtzmaut
2056-05-04,Lag B'Omer
2056-05-14,Yom Yerushalayim
2056-05-21,Shavuot I
2056-05-22,Shavuot II
2056-07-02,Fast of 17 Tammuz
2056-07-23,Tisha B'Av
2056-07-28,Tu B'Av
2056-09-11,Rosh Hashanah I
2056-09-12,Rosh Hashanah II
2056-09-13,Fast of Gedaliah
2056-09-20,Yom Kippur
2056-09-25,Sukkot I
2056-09-26,Sukkot II
2056-09-27,Chol HaMoed Sukkot
2056-09-28,Chol HaMoed Sukkot
2056-09-29,Chol HaMoed Sukkot
2056-09-30,Chol HaMoed Sukkot
2056-10-01,Hoshana Rabbah
2056-10-02,Shemini Atzeret
2056-10-03,Simchat Torah
2056-12-03,Chanukah Day 1
2056-12-04,Chanukah Day 2
2056-12-05,Chanukah Day 3
2056-12-06,Chanukah Day 4
2056-12-07,Chanukah Day 5
2056-12-08,Chanukah Day 6
2056-12-09,Chanukah Day 7
2056-12-10,Chanukah Day 8
2056-12-17,Fast of 10 Tevet
2057-01-20,Tu BiShvat
2057-02-18,Purim Katan
2057-02-19,Shushan Purim Katan
2057-03-19,Fast of Esther
2057-03-20,Purim
2057-03-21,Shushan Purim
2057-04-19,Pesach I
2057-04-20,Pesach II
2057-04-21,Chol HaMoed Pesach
2057-04-22,Chol HaMoed Pesach
2057-04-23,Chol HaMoed Pesach
2057-04-24,Chol HaMoed Pesach
2057-04-25,Pesach VII
2057-04-26,Pesach VIII
2057-05-01,Yom HaShoah
2057-05-08,Yom HaZikaron
2057-05-09,Yom HaAtzmaut
2057-05-22,Lag B'Omer
2057-06-01,Yom Yerushalayim
2057-06-08,Shavuot I
2057-06-09,Shavuot II
2057-07-19,Fast of 17 Tammuz
2057-08-09,Tisha B'Av
2057-08-15,Tu B'Av
2057-09-29,Rosh Hashanah I
2057-09-30,Rosh Hashanah II
2057-10-01,Fast of Gedaliah
2057-10-08,Yom Kippur
2057-10-13,Sukkot I
2057-10-14,Sukkot II
2057-10-15,Chol HaMoed Sukkot
2057-10-16,Chol HaMoed Sukkot
2057-10-17,Chol HaMoed Sukkot
2057-10-18,Chol HaMoed Sukkot
2057-10-19,Hoshana Rabbah
2057-10-20,Shemini Atzeret
2057-10-21,Simchat Torah
2057-12-22,Chanukah Day 1
2057-12-23,Chanukah Day 2
2057-12-24,Chanukah Day 3
2057-12-25,Chanukah Day 4
2057-12-26,Chanukah Day 5
2057-12-27,Chanukah Day 6
2057-12-28,Chanukah Day 7
2057-12-29,Chanukah Day 8
2058-01-06,Fast of 10 Tevet
2058-02-09,Tu BiShvat
2058-03-07,Fast of Esther
2058-03-10,Purim
2058-03-11,Shushan Purim
2058-04-09,Pesach I
2058-04-10,Pesach II
2058-04-11,Chol HaMoed Pesach
2058-04-12,Chol HaMoed Pesach
2058-04-13,Chol HaMoed Pesach
2058-04-14,Chol HaMoed Pesach
2058-04-15,Pesach VII
2058-04-16,Pesach VIII
2058-04-22,Yom HaShoah
2058-04-29,Yom HaZikaron
2058-04-30,Yom HaAtzmaut
2058-05-12,Lag B'Omer
2058-05-22,Yom Yerushalayim
2058-05-29,Shavuot I
2058-05-30,Shavuot II
2058-07-09,Fast of 17 Tammuz
2058-07-30,Tisha B'Av
2058-08-05,Tu B'Av
2058-09-19,Rosh Hashanah I
2058-09-20,Rosh Hashanah II
2058-09-22,Fast of Gedaliah
2058-09-28,Yom Kippur
2058-10-03,Sukkot I
2058-10-04,Sukkot II
2058-10-05,Chol HaMoed Sukkot
2058-10-06,Chol HaMoed Sukkot
2058-10-07,Chol HaMoed Sukkot
2058-10-08,Chol HaMoed Sukkot
2058-10-09,Hoshana Rabbah
2058-10-10,Shemini Atzeret
2058-10-11,Simchat Torah
2058-12-11,Chanukah Day 1
2058-12-12,Chanukah Day 2
2058-12-13,Chanukah Day 3
2058-12-14,Chanukah Day 4
2058-12-15,Chanukah Day 5
2058-12-16,Chanukah Day 6
2058-12-17,Chanukah Day 7
2058-12-18,Chanukah Day 8
2058-12-26,Fast of 10 Tevet
2059-01-29,Tu BiShvat
2059-02-26,Fast of Esther
2059-02-27,Purim
2059-02-28,Shushan Purim
2059-03-29,Pesach I
2059-03-30,Pesach II
2059-03-31,Chol HaMoed Pesach
2059-04-01,Chol HaMoed Pesach
2059-04-02,Chol HaMoed Pesach
2059-04-03,Chol HaMoed Pesach
2059-04-04,Pesach VII
2059-04-05,Pesach VIII
2059-04-10,Yom HaShoah
2059-04-16,Yom HaZikaron
2059-04-17,Yom HaAtzmaut
2059-05-01,Lag B'Omer
2059-05-11,Yom Yerushalayim
2059-05-18,Shavuot I
2059-05-19,Shavuot II
2059-06-29,Fast of 17 Tammuz
2059-07-20,Tisha B'Av
2059-07-25,Tu B'Av
2059-09-08,Rosh Hashanah I
2059-09-09,Rosh Hashanah II
2059-09-10,Fast of Gedaliah
2059-09-17,Yom Kippur
2059-09-22,Sukkot I
2059-09-23,Sukkot II
2059-09-24,Chol HaMoed Sukkot
2059-09-25,Chol HaMoed Sukkot
2059-09-26,Chol HaMoed Sukkot
2059-09-27,Chol HaMoed Sukkot
2059-09-28,Hoshana Rabbah
2059-09-29,Shemini Atzeret
2059-09-30,Simchat Torah
2059-11-30,Chanukah Day 1
2059-12-01,Chanukah Day 2
2059-12-02,Chanukah Day 3
2059-12-03,Chanukah Day 4
2059-12-04,Chanukah Day 5
2059-12-05,Chanukah Day 6
2059-12-06,Chanukah Day 7
2059-12-07,Chanukah Day 8
2059-12-14,Fast of 10 Tevet
2060-01-17,Tu BiShvat
2060-02-15,Purim Katan
2060-02-16,Shushan Purim Katan
2060-03-15,Fast of Esther
2060-03-16,Purim
2060-03-17,Shushan Purim
2060-04-15,Pesach I
2060-04-16,Pesach II
2060-04-17,Chol HaMoed Pesach
2060-04-18,Chol HaMoed Pesach
2060-04-19,Chol HaMoed Pesach
2060-04-20,Chol HaMoed Pesach
2060-04-21,Pesach VII
2060-04-22,Pesach VIII
2060-04-27,Yom HaShoah
2060-05-04,Yom HaZikaron
2060-05-05,Yom HaAtzmaut
2060-05-18,Lag B'Omer
2060-05-28,Yom Yerushalayim
2060-06-04,Shavuot I
2060-06-05,Shavuot II
2060-07-15,Fast of 17 Tammuz
2060-08-05,Tisha B'Av
2060-08-11,Tu B'Av
2060-09-25,Rosh Hashanah I
2060-09-26,Rosh Hashanah II
2060-09-27,Fast of Gedaliah
2060-10-04,Yom Kippur
2060-10-09,Sukkot I
2060-10-10,Sukkot II
2060-10-11,Chol HaMoed Sukkot
2060-10-12,Chol HaMoed Sukkot
2060-10-13,Chol HaMoed Sukkot
2060-10-14,Chol HaMoed Sukkot
2060-10-15,Hoshana Rabbah
2060-10-16,Shemini Atzeret
2060-10-17,Simchat Torah
2060-12-18,Chanukah Day 1
2060-12-19,Chanukah Day 2
2060-12-20,Chanukah Day 3
2060-12-21,Chanukah Day 4
2060-12-22,Chanukah Day 5
2060-12-23,Chanukah Day 6
2060-12-24,Chanukah Day 7
2060-12-25,Chanukah Day 8
